"","fplids"
"1897",3637216
"1898",5734324
"1899",1098773
"1900",2238055
"1901",1246214
"1902",3115640
"1903",9170846
"1904",2455112
"1905",2442528
"1906",7033612
"1907",8170415
"1908",8142838
"1909",1763560
"1910",7687562
"1911",9219039
"1912",9037594
"1913",883019
"1914",3493161
"1915",7138795
"1916",8648727
"1917",8005176
"1918",6919530
"1919",3102232
"1920",4132352
"1921",6304024
"1922",4666970
"1923",1994946
"1924",1204222
"1925",2860967
"1926",1996865
"1927",4818844
"1928",9171994
"1929",1593208
"1930",8697509
"1931",7342213
"1932",8907664
"1933",2765964
"1934",3970215
"1935",3615258
"1936",3820349
"1937",9315138
"1938",3817470
"1939",7677106
"1940",8572804
"1941",8739872
"1942",7143215
"1943",4581637
"1944",8167508
"1945",6887602
"1946",1121892
"1947",6348640
"1948",4635863
"1949",5500805
"1950",6722395
"1951",7013827
"1952",2594070
"1953",7553382
"1954",5782026
"1955",7431796
"1956",6194693
"1957",873476
"1958",3236988
"1959",6209802
"1960",1431801
"1961",9988609
"1962",9983244
"1963",3779689
"1964",2001698
"1965",7217446
"1966",5982810
"1967",9354262
"1968",4362431
"1969",9589885
"1970",8011253
"1971",4360394
"1972",7183745
"1973",8891710
"1974",3580728
"1975",7258705
"1976",4761660
"1977",495721
"1978",7523413
"1979",3184111
"1980",3436199
"1981",4451294
"1982",1489587
"1983",5774074
"1984",77002
"1985",467434
"1986",9569029
"1987",6559676
"1988",8188142
"1989",7364500
"1990",8320495
"1991",9658235
"1992",8021468
"1993",1004909
"1994",6630775
"1995",3207108
"1996",3511728
"1997",5329464
"1998",7614730
"1999",6147847
"2000",1128406
"2001",2258988
"2002",2264946
"2003",2098650
"2004",187544
"2005",2638297
"2006",1004185
"2007",4173022
"2008",6456052
"2009",7578353
"2010",7910402
"2011",3612367
"2012",4840097
"2013",5872887
"2014",4796102
"2015",8288814
"2016",7807824
"2017",786107
"2018",6211743
"2019",989551
"2020",8137305
"2021",6046829
"2022",3116486
"2023",3882196
"2024",6938150
"2025",8737325
"2026",2672353
"2027",6146502
"2028",2835120
"2029",8210769
"2030",559366
"2031",6969051
"2032",3771088
"2033",7313981
"2034",8267292
"2035",9424478
"2036",3358008
"2037",3766683
"2038",8179144
"2039",5501642
"2040",2870348
"2041",4408782
"2042",8324379
"2043",835194
"2044",138759
"2045",431759
"2046",8050852
"2047",4803142
"2048",8962364
"2049",4595347
"2050",7748959
"2051",121127
"2052",2470449
"2053",1743503
"2054",2091071
"2055",3887344
"2056",3450422
"2057",799089
"2058",1291330
"2059",8476428
"2060",8270771
"2061",9566
"2062",4202553
"2063",8493917
"2064",8834610
"2065",7189026
"2066",731851
"2067",2044322
"2068",2566200
"2069",5622918
"2070",4143757
"2071",2438241
"2072",6037468
"2073",8798119
"2074",2088118
"2075",3708406
"2076",8548768
"2077",708059
"2078",4489604
"2079",7864530
"2080",9522614
"2081",3652418
"2082",1594813
"2083",927022
"2084",4798322
"2085",3816459
"2086",8243809
"2087",3233092
"2088",1279865
"2089",7358648
"2090",509057
"2091",1635042
"2092",7845438
"2093",2178432
"2094",9325342
"2095",888376
"2096",1780458
"2097",4467660
"2098",9869554
"2099",7783607
"2100",5834318
"2101",2797300
"2102",6915455
"2103",2853614
"2104",3793621
"2105",1735560
"2106",6838943
"2107",4036378
"2108",2416122
"2109",9267944
"2110",4594606
"2111",4646398
"2112",7691193
"2113",1877667
"2114",8035166
"2115",7650215
"2116",863695
"2117",1486810
"2118",8819025
"2119",1913382
"2120",1966677
"2121",8253331
"2122",3972015
"2123",7269717
"2124",4485551
"2125",991148
"2126",1072443
"2127",6917025
"2128",6112975
"2129",53811
"2130",7406712
"2131",6250321
"2132",9052900
"2133",2551900
"2134",8561704
"2135",5986690
"2136",6695225
"2137",1783067
"2138",5866745
"2139",54380
"2140",7462735
"2141",5857628
"2142",7900215
"2143",8824409
"2144",1911402
"2145",1465932
"2146",1982978
"2147",6774220
"2148",3874614
"2149",4841024
"2150",3066087
"2151",9600199
"2152",2115053
"2153",6394192
"2154",886374
"2155",9518125
"2156",3853253
"2157",4512767
"2158",2828889
"2159",7856187
"2160",7627510
"2161",7833628
"2162",9134196
"2163",4810883
"2164",9089002
"2165",7232381
"2166",8055075
"2167",8379559
"2168",7263952
"2169",4208506
"2170",224144
"2171",334596
"2172",7407947
"2173",1615165
"2174",7362614
"2175",3506229
"2176",130204
"2177",261866
"2178",5277309
"2179",5201049
"2180",2974139
"2181",1274984
"2182",3506254
"2183",7146974
"2184",2969490
"2185",386809
"2186",4387679
"2187",2585449
"2188",5784431
"2189",348967
"2190",5635834
"2191",4231000
"2192",2096955
"2193",1916405
"2194",2739684
"2195",1587662
"2196",7546140
"2197",5295831
"2198",5777713
"2199",342159
"2200",5748577
"2201",7474468
"2202",9995690
"2203",163916
"2204",5220067
"2205",7312698
"2206",1251928
"2207",2306018
"2208",4963227
"2209",8807722
"2210",1307207
"2211",9037299
"2212",7030641
"2213",9913284
"2214",1890079
"2215",9486479
"2216",5725630
"2217",6312847
"2218",6172764
"2219",235959
"2220",1975460
"2221",4753417
"2222",5753292
"2223",9298422
"2224",5418317
"2225",2893342
"2226",7235257
"2227",9727003
"2228",1869417
"2229",1985096
"2230",2662337
"2231",8929883
"2232",7777484
"2233",3654715
"2234",5778881
"2235",2376305
"2236",3873150
"2237",9492059
"2238",3197781
"2239",3758657
"2240",6790210
"2241",3012254
"2242",5108978
"2243",3945685
"2244",2109570
"2245",2122195
"2246",9959450
"2247",4807573
"2248",9487318
"2249",6528072
"2250",1909853
"2251",964705
"2252",2521649
"2253",6331213
"2254",287565
"2255",9496599
"2256",8061442
"2257",2039901
"2258",228518
"2259",920952
"2260",3162783
"2261",6510494
"2262",6515818
"2263",4621985
"2264",7220792
"2265",3912059
"2266",6131763
"2267",6884499
"2268",7310014
"2269",4620026
"2270",3385045
"2271",6940309
"2272",9032238
"2273",444694
"2274",2899796
"2275",8788582
"2276",6901252
"2277",2479041
"2278",9888275
"2279",4329308
"2280",4075347
"2281",8430078
"2282",2364971
"2283",9244554
"2284",1021559
"2285",8222946
"2286",747658
"2287",7282553
"2288",5505113
"2289",1737996
"2290",5493798
"2291",2360755
"2292",738963
"2293",2111510
"2294",6021749
"2295",8804868
"2296",9654945
"2297",4107141
"2298",7126908
"2299",657375
"2300",3220963
"2301",2735977
"2302",4833837
"2303",2916560
"2304",4645325
"2305",8714537
"2306",1209752
"2307",7479375
"2308",3259789
"2309",6186617
"2310",6769452
"2311",4196581
"2312",674103
"2313",3277231
"2314",8703812
"2315",1823262
"2316",1008710
"2317",3245610
"2318",3877033
"2319",8230214
"2320",4195391
"2321",962714
"2322",8798656
"2323",8086236
"2324",3244556
"2325",6537917
"2326",6660051
"2327",9927730
"2328",8229706
"2329",8544798
"2330",3460419
"2331",974966
"2332",8821342
"2333",4922395
"2334",2791641
"2335",7903554
"2336",6695309
"2337",3265322
"2338",8350398
"2339",4955594
"2340",1351171
"2341",416422
"2342",7678035
"2343",1178142
"2344",3738962
"2345",8201670
"2346",8069428
"2347",4347890
"2348",7492578
"2349",439461
"2350",219414
"2351",2334483
"2352",2764969
"2353",4351231
"2354",6354336
"2355",6344796
"2356",5180993
"2357",7890631
"2358",2604590
"2359",65417
"2360",7506612
"2361",7180454
"2362",685424
"2363",5650240
"2364",7829236
"2365",2024375
"2366",5013398
"2367",7593685
"2368",3601929
"2369",1218149
"2370",9247091
"2371",9636093
"2372",4554668
"2373",2191338
"2374",6297606
"2375",6952365
"2376",6517950
"2377",3769445
"2378",9175832
"2379",322642
"2380",8537597
"2381",9895883
"2382",4610696
"2383",358324
"2384",8586752
"2385",6915277
"2386",2754694
"2387",3705520
"2388",5362729
"2389",4578104
"2390",3257979
"2391",3606458
"2392",8965514
"2393",6706399
"2394",3783952
"2395",9044106
"2396",6948413
"2397",2710877
"2398",2925161
"2399",376268
"2400",7582612
"2401",6656255
"2402",8435422
"2403",2600231
"2404",6248251
"2405",5168483
"2406",4519986
"2407",904863
"2408",9328785
"2409",2742198
"2410",8649646
"2411",3889966
"2412",8164879
"2413",1684393
"2414",1098019
"2415",1412383
"2416",4197968
"2417",2223498
"2418",3187343
"2419",2291990
"2420",3572829
"2421",3246479
"2422",6574747
"2423",4006892
"2424",6160953
"2425",6889084
"2426",3376982
"2427",3609773
"2428",6804862
"2429",3937591
"2430",3736516
"2431",9474112
"2432",370541
"2433",7220062
"2434",2626545
"2435",3754539
"2436",101072
"2437",5413934
"2438",9823880
"2439",7500925
"2440",9014878
"2441",8446627
"2442",8687118
"2443",7323365
"2444",3654638
"2445",3349703
"2446",3272703
"2447",8117171
"2448",8869200
"2449",5632699
"2450",2698050
"2451",3492757
"2452",7061811
"2453",4671840
"2454",8445586
"2455",9852670
"2456",9056527
"2457",2539922
"2458",6184521
"2459",925641
"2460",8101509
"2461",3866920
"2462",1711481
"2463",5267561
"2464",154512
"2465",4848757
"2466",6383299
"2467",7352840
"2468",787002
"2469",2510834
"2470",2748507
"2471",7830316
"2472",1397420
"2473",8978434
"2474",27229
"2475",9528816
"2476",7103735
"2477",828726
"2478",7436083
"2479",4655052
"2480",8752359
"2481",3551263
"2482",2863802
"2483",4925218
"2484",5132880
"2485",9045985
"2486",4080660
"2487",8838871
"2488",2756403
"2489",6250908
"2490",7926364
"2491",8985422
"2492",8824902
"2493",1395023
"2494",6747848
"2495",3044113
"2496",1570660
"2497",9707692
"2498",7001539
"2499",255371
"2500",7180597
"2501",642440
"2502",7027016
"2503",941083
"2504",5246415
"2505",6476883
"2506",93026
"2507",1247095
"2508",8996170
"2509",7158217
"2510",3017371
"2511",1967386
"2512",2050324
"2513",7360762
"2514",4688049
"2515",2731628
"2516",3576255
"2517",6116665
"2518",5340855
"2519",7164014
"2520",3784964
"2521",8783558
"2522",1119344
"2523",1939746
"2524",1262192
"2525",7274535
"2526",7544500
"2527",4554483
"2528",1519512
"2529",4331011
"2530",5735259
"2531",2190927
"2532",872167
"2533",7040211
"2534",9684470
"2535",1062652
"2536",9218177
"2537",9899546
"2538",3232539
"2539",9118194
"2540",910485
"2541",5642766
"2542",5881606
"2543",2906162
"2544",5064254
"2545",4167963
"2546",8456573
"2547",7880287
"2548",6342993
"2549",3031817
"2550",9620711
"2551",9811910
"2552",3969810
"2553",3625100
"2554",5029599
"2555",1850231
"2556",9010826
"2557",8950042
"2558",7430914
"2559",897870
"2560",186709
"2561",2488970
"2562",2222194
"2563",7705150
"2564",8130173
"2565",9465966
"2566",5667225
"2567",3015838
"2568",3684588
"2569",6460216
"2570",7266244
"2571",782310
"2572",9050680
"2573",1919250
"2574",6749927
"2575",1930716
"2576",6105341
"2577",3393623
"2578",7382978
"2579",4261734
"2580",4502370
"2581",1976713
"2582",7482479
"2583",5836680
"2584",6699621
"2585",3905118
"2586",5410780
"2587",5799347
"2588",8523595
"2589",4984366
"2590",7391255
"2591",479724
"2592",6000376
"2593",7729270
"2594",3400121
"2595",9449563
"2596",1236280
"2597",1930451
"2598",5687745
"2599",5899620
"2600",8987759
"2601",697288
"2602",4717825
"2603",2598260
"2604",9532767
"2605",9812740
"2606",21049
"2607",7479531
"2608",3121252
"2609",9227014
"2610",4045095
"2611",2387758
"2612",7316241
"2613",5965279
"2614",9152840
"2615",6703373
"2616",2401879
"2617",5971303
"2618",2537905
"2619",878192
"2620",2811489
"2621",7978357
"2622",3368932
"2623",8068268
"2624",6913721
"2625",4770281
"2626",6836652
"2627",8888563
"2628",7278338
"2629",1825939
"2630",4099044
"2631",9383746
"2632",2986255
"2633",2901139
"2634",1429643
"2635",2050777
"2636",6942066
"2637",6785914
"2638",1480224
"2639",6062865
"2640",8362429
"2641",9808927
"2642",1547748
"2643",636967
"2644",4796061
"2645",3781736
"2646",1736353
"2647",8510789
"2648",9699415
"2649",28297
"2650",9360378
"2651",9505409
"2652",202696
"2653",9760894
"2654",5792273
"2655",1076688
"2656",1901120
"2657",3548752
"2658",8676073
"2659",809959
"2660",571158
"2661",2452368
"2662",1747509
"2663",4568276
"2664",219724
"2665",3235800
"2666",5339033
"2667",7148900
"2668",6696719
"2669",1478388
"2670",2502408
"2671",4162514
"2672",1839397
"2673",6103735
"2674",9878296
"2675",6086283
"2676",5781190
"2677",305960
"2678",3805381
"2679",4751343
"2680",5114574
"2681",680764
"2682",4464008
"2683",7195458
"2684",6063092
"2685",2419880
"2686",2816292
"2687",4914410
"2688",4447456
"2689",3193709
"2690",4536214
"2691",6332109
"2692",6458479
"2693",4007784
"2694",4487217
"2695",6898430
"2696",4868689
"2697",9742885
"2698",220323
"2699",54028
"2700",7326790
"2701",7205989
"2702",4833060
"2703",14736
"2704",4487319
"2705",1931343
"2706",4140704
"2707",2050826
"2708",234032
"2709",3906133
"2710",6599365
"2711",8201368
"2712",4869549
"2713",5236897
"2714",2602581
"2715",5366065
"2716",472046
"2717",4028941
"2718",1049931
"2719",7496233
"2720",7706464
"2721",2598378
"2722",8397300
"2723",556618
"2724",8186685
"2725",8530161
"2726",8279191
"2727",8622322
"2728",4322686
"2729",3296746
"2730",2651034
"2731",926770
"2732",6103995
"2733",7786220
"2734",5023913
"2735",1218322
"2736",9737032
"2737",3901529
"2738",8976520
"2739",7161625
"2740",4242192
"2741",4336799
"2742",9959193
"2743",5899828
"2744",7588784
"2745",5871083
"2746",5825132
"2747",917407
"2748",521146
"2749",3549985
"2750",8540522
"2751",4979065
"2752",1901014
"2753",9029377
"2754",6772520
"2755",9911491
"2756",4822438
"2757",1064511
"2758",8681212
"2759",4257829
"2760",7244505
"2761",2574433
"2762",5778560
"2763",4290138
"2764",9657039
"2765",5694415
"2766",566453
"2767",244203
"2768",5175170
"2769",6910707
"2770",3912017
"2771",9804174
"2772",947812
"2773",10768
"2774",9718213
"2775",3572395
"2776",193058
"2777",593307
"2778",3053499
"2779",4500431
"2780",1821157
"2781",1773851
"2782",2912950
"2783",6241628
"2784",3286830
"2785",2776803
"2786",1461108
"2787",7268644
"2788",9812294
"2789",1688306
"2790",9611462
"2791",9434057
"2792",5684852
"2793",9685625
"2794",3536310
"2795",7933638
"2796",586669
"2797",2649207
"2798",4915331
"2799",8642172
"2800",654506
"2801",3272363
"2802",9854236
"2803",7683065
"2804",3296786
"2805",6743645
"2806",9013783
"2807",7474708
"2808",5245561
"2809",2414683
"2810",9763443
"2811",5713265
"2812",3343631
"2813",3325519
"2814",1976457
"2815",9934348
"2816",9278204
"2817",5986008
"2818",4568231
"2819",2047671
"2820",4503951
"2821",6679343
"2822",3093667
"2823",6707466
"2824",8044995
"2825",4320468
"2826",4438950
"2827",3354412
"2828",7129968
"2829",4696377
"2830",7906482
"2831",2301237
"2832",1365693
"2833",5988709
"2834",1516934
"2835",8425476
"2836",9235452
"2837",5510760
"2838",9901246
"2839",4176635
"2840",2183271
"2841",5725858
"2842",8903118
"2843",1538703
"2844",1481741
"2845",1351250
"2846",954975
"2847",5501926
"2848",7797572
"2849",3443361
"2850",9083562
"2851",5382158
"2852",9860781
"2853",7393765
"2854",2529425
"2855",3987168
"2856",1004373
"2857",8705976
"2858",6538807
"2859",627565
"2860",9269753
"2861",5395597
"2862",8179066
"2863",2027660
"2864",9958239
"2865",8042141
"2866",2792563
"2867",5640530
"2868",3339113
"2869",9123516
"2870",1174215
"2871",1108370
"2872",6140541
"2873",8456101
"2874",9018864
"2875",3171638
"2876",7937973
"2877",6353255
"2878",3630823
"2879",6441497
"2880",1745738
"2881",1224195
"2882",630378
"2883",586848
"2884",4990304
"2885",3147418
"2886",6830244
"2887",7385871
"2888",9752942
"2889",5484068
"2890",8042969
"2891",7474599
"2892",6206192
"2893",9999391
"2894",9865915
"2895",5096549
"2896",4123913
"2897",4798755
"2898",5992868
"2899",2946092
"2900",2611458
"2901",875998
"2902",1930629
"2903",1070671
"2904",302373
"2905",4333569
"2906",3242653
"2907",276483
"2908",1695149
"2909",6233192
"2910",7381616
"2911",2603694
"2912",4355110
"2913",7035153
"2914",1435435
"2915",8582214
"2916",9693498
"2917",5216448
"2918",1919618
"2919",4384739
"2920",2031123
"2921",46637
"2922",2635344
"2923",1950537
"2924",7975823
"2925",7311084
"2926",23304
"2927",2561361
"2928",5600224
"2929",6974787
"2930",4764652
"2931",7126498
"2932",8512211
"2933",3192708
"2934",3470397
"2935",7395779
"2936",1681531
"2937",5794870
"2938",4230478
"2939",7827626
"2940",8099241
"2941",3744104
"2942",5965488
"2943",8478934
"2944",6217564
"2945",9140921
"2946",3142383
"2947",8534658
"2948",2442251
"2949",1659541
"2950",7314630
"2951",4832106
"2952",7083391
"2953",9640050
"2954",2174286
"2955",1178372
"2956",6077927
"2957",8722381
"2958",8140904
"2959",1282485
"2960",3187548
"2961",3863264
"2962",7466116
"2963",1508490
"2964",8408503
"2965",5304228
"2966",7122237
"2967",3234852
"2968",6751890
"2969",5726871
"2970",746649
"2971",1898393
"2972",7903403
"2973",8571052
"2974",5258942
"2975",2276812
"2976",7837901
"2977",7623259
"2978",3103375
"2979",3722293
"2980",1582167
"2981",6371735
"2982",3005496
"2983",3969557
"2984",6064588
"2985",5009286
"2986",1651422
"2987",3198957
"2988",9318002
"2989",3431603
"2990",9432034
"2991",9598397
"2992",5165371
"2993",2656581
"2994",9259995
"2995",2509967
"2996",4069654
"2997",7749438
"2998",9050742
"2999",3923401
"3000",6591574
"3001",956265
"3002",8649459
"3003",2786094
"3004",5987465
"3005",1372771
"3006",7078893
"3007",7159443
"3008",6534888
"3009",7055591
"3010",8998102
"3011",7975863
"3012",2295383
"3013",2987866
"3014",8601050
"3015",4510339
"3016",9372635
"3017",3140824
"3018",5177934
"3019",8315609
"3020",2019799
"3021",6710181
"3022",8037959
"3023",7923948
"3024",4739338
"3025",4170415
"3026",8250487
"3027",6214563
"3028",7609338
"3029",8358553
"3030",8311332
"3031",9688186
"3032",2786221
"3033",3774598
"3034",1118983
"3035",3429877
"3036",6602442
"3037",2157096
"3038",7071856
"3039",655380
"3040",4619454
"3041",5565150
"3042",5636083
"3043",1290084
"3044",2711303
"3045",5261992
"3046",7249185
"3047",5392167
"3048",5221904
"3049",6549183
"3050",8378844
"3051",8921739
"3052",5563887
"3053",3262184
"3054",2649487
"3055",2957511
"3056",2741344
"3057",285040
"3058",5813861
"3059",8273346
"3060",3607061
"3061",6336720
"3062",5326037
"3063",7619677
"3064",9162078
"3065",701302
"3066",5789579
"3067",4002825
"3068",197693
"3069",496741
"3070",8744432
"3071",70922
"3072",4516061
"3073",5669404
"3074",3963306
"3075",8120650
"3076",2690287
"3077",7163043
"3078",9096456
"3079",9397067
"3080",8140786
"3081",8298174
"3082",6362251
"3083",2650954
"3084",553502
"3085",1278218
"3086",8803860
"3087",1457969
"3088",1429200
"3089",3760915
"3090",670836
"3091",614996
"3092",1784094
"3093",4084828
"3094",4339712
"3095",4030779
"3096",6642666
